Id,Sender,Receiver,GroupId,Content,Type,MediaUri,Timestamp,IsRead
1,admin,www,,Sent a photo,IMAGE,https://raw.githubusercontent.com/mythrilh3ml0ck/ChururutMessagingApp/main/userDB/media/IMAGE_1774481139519.jpg,1774481139518,false
